participant_id,song_no,song_id,valence_rating,valence,arousal_rating,arousal,play_duration
hku1925,14,1109774,5.2,positive,5.7,positive,56
hku1925,27,36706,-5.4,negative,2.3,positive,34
hku1925,6,359159,5.2,positive,1.5,positive,56
hku1925,24,1133532,3.3,positive,3.1,positive,32
hku1925,5,358897,1.8,positive,0.6,positive,51
hku1925,13,125152,5.5,positive,5.6,positive,38
hku1925,21,1116766,-5.3,negative,4.6,positive,52
hku1925,8,540707,6.1,positive,6.5,positive,76
hku1925,16,232137,-4.7,negative,5,positive,48
hku1925,11,1227905,4.8,positive,3,positive,118
hku1925,23,983415,4.3,positive,4.5,positive,32
hku1925,20,871720,-6.3,negative,4.4,positive,32
hku1925,25,2643,6.2,positive,0.6,positive,34
hku1925,10,238585,8.6,positive,1,positive,134
hku1925,26,417626,6,positive,2.7,positive,33
hku1925,0,1119018,3.6,positive,2.4,positive,43
hku1925,12,133719,3.4,positive,-3.1,negative,38
hku1925,4,777853,4.3,positive,-1.5,negative,63
hku1925,18,897503,4.6,positive,0.9,positive,97
hku1925,1,402053,-7.6,negative,4.2,positive,63
hku1925,9,127546,-3.3,negative,-1.8,negative,53
hku1925,2,1070102,6.3,positive,-4.1,negative,85
hku1925,17,125146,-6,negative,4.9,positive,82
hku1925,3,25383,-5,negative,-1.4,negative,84
hku1913,14,898736,-0.3,negative,-0.2,negative,48
hku1913,15,333451,4.8,positive,1.5,positive,34
hku1913,21,543888,6.2,positive,6,positive,162
hku1913,7,405930,3.8,positive,-2.2,negative,33
hku1913,13,601036,7.8,positive,-4.7,negative,34
hku1913,12,1110481,-1.5,negative,1.7,positive,33
hku1913,9,1168273,-3.8,negative,4,positive,34
hku1913,17,543701,6.5,positive,5.1,positive,40
hku1913,28,461015,6.6,positive,7.8,positive,55
hku1913,23,189623,3,positive,4.5,positive,35
hku1913,10,565788,5,positive,1.5,positive,36
hku1913,26,1000086,7.3,positive,-5.5,negative,46
hku1913,18,781662,4.9,positive,7,positive,35
hku1913,1,225620,0,neutral,-6.8,negative,50
hku1913,29,26404,-2.3,negative,-3.8,negative,58
hku1913,0,1071844,3.6,positive,3.2,positive,57
hku1913,2,559980,3.4,positive,-4.6,negative,35
hku1913,22,1165640,-5.9,negative,-4.9,negative,43
hku1913,5,1071845,4,positive,2.3,positive,41
hku1913,19,1124800,6.2,positive,5.6,positive,36
hku1913,11,416007,5.4,positive,-2.6,negative,40
hku1913,25,1215400,6.2,positive,-3.8,negative,37
hku1913,16,378871,-1.8,negative,2.4,positive,34
hku1913,3,601036,0,neutral,2.9,positive,65
hku1913,27,84030,7.4,positive,4.4,positive,65
hku1913,4,14464,2.4,positive,2.2,positive,43
hku1913,8,1118585,5.1,positive,-6.5,negative,111
hku1913,6,1071844,4.6,positive,3.4,positive,42
hku1913,24,25383,5.9,positive,-4.8,negative,34
hku1913,20,543974,4.1,positive,4.8,positive,36
hku1914,1,170946,0,neutral,0,neutral,66
hku1914,5,601036,7.3,positive,2.2,positive,102
hku1914,27,1168283,6.5,positive,-3.7,negative,33
hku1914,22,1116406,-1,negative,-6.8,negative,44
hku1914,15,1210426,-1.8,negative,-1.6,negative,53
hku1914,19,402053,-6.2,negative,0.8,positive,36
hku1914,4,662470,4.9,positive,4.3,positive,77
hku1914,16,26430,5,positive,2.5,positive,44
hku1914,23,1066203,5.4,positive,-2.2,negative,125
hku1914,2,1107251,2.9,positive,4.4,positive,58
hku1914,10,1191330,1.8,positive,-0.8,negative,33
hku1914,8,1119021,5.8,positive,5.7,positive,61
hku1914,21,399201,5.4,positive,-1.8,negative,33
hku1914,20,707473,5.2,positive,3,positive,34
hku1914,6,1077690,-2.1,negative,-2,negative,37
hku1914,12,29863,-7.1,negative,2.1,positive,58
hku1914,3,26404,-0.6,negative,-0.8,negative,101
hku1914,7,379762,3.9,positive,2.1,positive,54
hku1914,17,1078218,5.7,positive,8.6,positive,51
hku1914,25,243418,8.2,positive,-4.3,negative,53
hku1914,24,1027165,3.8,positive,1.3,positive,87
hku1914,9,295099,0.2,positive,0.1,positive,64
hku1914,26,154270,-5,negative,2.2,positive,31
hku1914,13,48979,1.3,positive,1.5,positive,41
hku1914,18,519565,8.2,positive,8.6,positive,100
hku1914,14,552655,8,positive,1.8,positive,87
hku1914,0,1119021,6.7,positive,0,neutral,205
hku1914,11,1119018,6.9,positive,7.7,positive,93
hku1915,14,983936,5.2,positive,8.5,positive,42
hku1915,3,667741,6.9,positive,7.5,positive,72
hku1915,16,662186,-3.2,negative,-5.6,negative,88
hku1915,17,327722,3.7,positive,8,positive,91
hku1915,10,283094,-6.5,negative,5,positive,50
hku1915,6,1135698,8.7,positive,7,positive,49
hku1915,4,1101045,7.2,positive,8.6,positive,42
hku1915,15,331226,-7.2,negative,8.2,positive,46
hku1915,13,81740,8,positive,9.8,positive,65
hku1915,1,1193297,-8.8,negative,6.7,positive,53
hku1915,0,77934,-5.8,negative,-5.5,negative,133
hku1915,12,1166387,5.6,positive,9.1,positive,50
hku1915,11,992661,8.6,positive,9.1,positive,72
hku1915,7,520850,-7.6,negative,-5,negative,38
hku1915,8,738522,-6.6,negative,5,positive,50
hku1915,9,1060726,-5.6,negative,5,positive,49
hku1915,5,1155003,5,positive,7.3,positive,38
hku1915,2,428098,4,positive,7.8,positive,72
hku1912,8,247083,2.8,positive,-2.6,negative,33
hku1912,29,946417,4,positive,5.8,positive,32
hku1912,34,944721,0.9,positive,4.5,positive,38
hku1912,36,431584,4.5,positive,3.8,positive,48
hku1912,31,26434,-2.2,negative,-1.7,negative,33
hku1912,32,73985,2.9,positive,4,positive,33
hku1912,20,810089,3.3,positive,0.9,positive,34
hku1912,6,233340,2.6,positive,-1.4,negative,33
hku1912,27,31431,2.7,positive,3.1,positive,41
hku1912,12,1169718,6.1,positive,4.8,positive,35
hku1912,17,190781,2.2,positive,1.4,positive,33
hku1912,19,1066966,-5.1,negative,1.8,positive,32
hku1912,7,125296,5.5,positive,4.7,positive,34
hku1912,5,664410,2.6,positive,1.3,positive,34
hku1912,0,1000113,6.4,positive,6.2,positive,50
hku1912,24,369461,5,positive,-0.8,negative,40
hku1912,35,26436,7.6,positive,2.2,positive,32
hku1912,33,26430,-1.3,negative,2.6,positive,32
hku1912,25,372170,-2.5,negative,2.7,positive,33
hku1912,15,1084910,2.2,positive,-1.7,negative,32
hku1912,30,276972,-2.7,negative,3.5,positive,32
hku1912,26,1100909,-3.3,negative,2.6,positive,32
hku1912,23,1135431,5,positive,1.8,positive,46
hku1912,9,1007928,-2.2,negative,5.4,positive,41
hku1912,14,217652,2.1,positive,1.6,positive,32
hku1912,13,288370,-0.9,negative,-1,negative,33
hku1912,11,1099620,6.7,positive,1.4,positive,39
hku1912,1,363154,3.8,positive,5.8,positive,60
hku1912,10,188258,6.7,positive,2.4,positive,33
hku1912,3,188105,4.3,positive,3,positive,33
hku1912,18,1099620,7.3,positive,-2.3,negative,44
hku1912,28,1124800,5.4,positive,5,positive,41
hku1912,22,1210604,4.6,positive,-1.5,negative,39
hku1912,16,317136,1.7,positive,0.4,positive,34
hku1912,21,1189414,5.8,positive,-1.2,negative,33
hku1912,4,1107843,2,positive,4.7,positive,33
hku1912,2,2636,6,positive,2.5,positive,34
hku1924,67,183795,2.2,positive,3.8,positive,32
hku1924,17,374975,6.2,positive,4.1,positive,32
hku1924,21,1155216,-5.8,negative,-4.7,negative,37
hku1924,52,1210742,-5.1,negative,3.7,positive,32
hku1924,34,114781,3.2,positive,1.7,positive,46
hku1924,41,1176145,2.2,positive,-2.5,negative,33
hku1924,19,1168053,-9.4,negative,2.9,positive,33
hku1924,51,935785,-1.4,negative,5.9,positive,35
hku1924,47,1245959,5.2,positive,8.2,positive,32
hku1924,33,425532,-0.8,negative,-6.3,negative,57
hku1924,6,425531,-0.6,negative,-6.2,negative,59
hku1924,49,662050,1.4,positive,6.6,positive,68
hku1924,48,1210732,-1.5,negative,5.8,positive,32
hku1924,25,921035,-9.1,negative,-8.3,negative,32
hku1924,43,1176149,-5,negative,1.5,positive,34
hku1924,61,679889,-1.5,negative,2.9,positive,31
hku1924,23,1228459,-9.1,negative,-4.8,negative,33
hku1924,63,782084,-1.7,negative,-1.9,negative,32
hku1924,38,12305,-1,negative,1.6,positive,32
hku1924,1,1135751,6.2,positive,6.4,positive,37
hku1924,59,83853,-4.9,negative,2.7,positive,39
hku1924,62,1108620,1.5,positive,1.9,positive,32
hku1924,31,114780,-2.7,negative,3.4,positive,33
hku1924,45,1097089,-3.8,negative,-6.7,negative,32
hku1924,18,34851,1.2,positive,2,positive,32
hku1924,50,662183,2.3,positive,7.1,positive,32
hku1924,27,207817,1.1,positive,1.4,positive,33
hku1924,58,662186,-2.6,negative,-1.9,negative,43
hku1924,54,1216490,-6.5,negative,2.2,positive,33
hku1924,30,114773,4.1,positive,-5.8,negative,41
hku1924,12,769147,7,positive,1.6,positive,33
hku1924,8,114772,6.2,positive,7,positive,53
hku1924,42,218029,-2.6,negative,-1.4,negative,45
hku1924,24,768220,-9.5,negative,2.2,positive,32
hku1924,56,1236358,-9.4,negative,4.3,positive,34
hku1924,16,73122,-7.2,negative,0.6,positive,32
hku1924,37,537852,-0.6,negative,-3.2,negative,32
hku1924,57,1165703,-5.9,negative,1,positive,34
hku1924,15,106595,-8.1,negative,1,positive,32
hku1924,46,661603,4.1,positive,8.6,positive,32
hku1924,66,114794,-1,negative,-3.6,negative,31
hku1924,64,1135751,-6.6,negative,1.2,positive,32
hku1924,0,429383,-1.7,negative,2.2,positive,36
hku1924,55,117985,-8.6,negative,2.2,positive,32
hku1924,26,707475,-9.4,negative,-8.6,negative,36
hku1924,10,703521,1,positive,0.6,positive,35
hku1924,11,313621,-8.7,negative,0.9,positive,31
hku1924,13,374974,5.4,positive,1,positive,32
hku1924,3,302594,-5.8,negative,3.6,positive,35
hku1924,2,89730,2.1,positive,1.9,positive,34
hku1924,28,12303,3.9,positive,6.4,positive,33
hku1924,29,288129,4.6,positive,3.7,positive,62
hku1924,5,3935,-1.8,negative,-4,negative,31
hku1924,53,34548,-6.2,negative,2.1,positive,31
hku1924,40,150308,2.2,positive,-2.9,negative,40
hku1924,36,1228291,-1.3,negative,-4.1,negative,32
hku1924,22,1039406,-3,negative,-3.2,negative,36
hku1924,7,114781,5.3,positive,7.7,positive,31
hku1924,39,1130764,-0.8,negative,-2.7,negative,32
hku1924,44,324616,5.1,positive,-3.7,negative,90
hku1924,65,491916,-4.5,negative,-2.3,negative,32
hku1924,4,1080287,6.2,positive,5.5,positive,42
hku1924,32,324614,3.1,positive,3.4,positive,32
hku1924,20,26427,-9.3,negative,-2.3,negative,33
hku1924,35,379762,-1.4,negative,3.1,positive,50
hku1924,60,11745,-4.9,negative,-1.5,negative,32
hku1924,9,797181,3.8,positive,1,positive,34
hku1924,14,1197618,-8.2,negative,0.8,positive,32
hku1923,7,29863,1.1,positive,-2,negative,48
hku1923,1,202039,5.6,positive,-7.4,negative,157
hku1923,11,1124800,0.8,positive,2.4,positive,95
hku1923,6,1022622,4.2,positive,4.9,positive,104
hku1923,23,1165640,-1.4,negative,-1.5,negative,56
hku1923,18,194485,-4,negative,-6.2,negative,38
hku1923,13,777820,4.9,positive,5.8,positive,78
hku1923,17,117499,-3.2,negative,2.2,positive,34
hku1923,8,1111236,3,positive,3.9,positive,54
hku1923,12,46536,-2.2,negative,-6.3,negative,44
hku1923,4,1025722,-5,negative,7.1,positive,115
hku1923,14,950933,-4.9,negative,-4.6,negative,45
hku1923,20,958343,0.7,positive,1.1,positive,56
hku1923,9,1117254,2.5,positive,1.6,positive,110
hku1923,19,1215268,1.6,positive,-1.9,negative,60
hku1923,10,1220399,5.5,positive,7.8,positive,33
hku1923,3,73985,4.7,positive,5,positive,34
hku1923,15,57863,2.9,positive,1.5,positive,55
hku1923,2,1214515,7.4,positive,8.1,positive,69
hku1923,16,1066203,-2.4,negative,2.2,positive,55
hku1923,5,169046,9.7,positive,8.7,positive,66
hku1923,22,1116425,3.3,positive,5,positive,32
hku1923,21,1052629,0,neutral,-3,negative,44
hku1923,0,1023744,6,positive,6.6,positive,101
hku1906,31,777858,7,positive,-5,negative,31
hku1906,3,1020556,0.2,positive,-8.1,negative,109
hku1906,44,1181641,-7.8,negative,-4.8,negative,33
hku1906,48,1084528,-6.4,negative,-4.1,negative,32
hku1906,37,261634,-0.5,negative,0.5,positive,31
hku1906,0,618565,9.2,positive,3.1,positive,53
hku1906,36,911753,4.2,positive,1.2,positive,31
hku1906,15,40634,1.8,positive,-3,negative,31
hku1906,40,116900,0.5,positive,2.1,positive,34
hku1906,45,543701,-4.9,negative,2.5,positive,33
hku1906,1,1197619,6.2,positive,-6.5,negative,60
hku1906,8,18243,1.5,positive,-7.9,negative,39
hku1906,38,134851,5.1,positive,2.9,positive,32
hku1906,12,1122086,1,positive,0.3,positive,49
hku1906,35,34549,3.9,positive,1.2,positive,32
hku1906,47,1180823,1.1,positive,5.9,positive,36
hku1906,7,18229,4.3,positive,-7,negative,32
hku1906,21,257179,-4.8,negative,-5.3,negative,43
hku1906,42,1221936,1.6,positive,2.6,positive,32
hku1906,19,167271,2.2,positive,-1.8,negative,42
hku1906,2,18236,0.9,positive,-8.9,negative,46
hku1906,9,18231,1,positive,-8.9,negative,33
hku1906,28,64507,3,positive,3.6,positive,53
hku1906,29,307389,-4.6,negative,6.8,positive,32
hku1906,41,1212386,-0.9,negative,1.1,positive,31
hku1906,39,1081103,0.7,positive,2.7,positive,37
hku1906,33,359580,6.8,positive,-2.9,negative,44
hku1906,6,945196,0.9,positive,8,positive,43
hku1906,25,1096882,-4.5,negative,-5.4,negative,43
hku1906,50,33177,1.4,positive,3,positive,32
hku1906,43,644073,-1.4,negative,0.7,positive,64
hku1906,4,18229,7.8,positive,-2.5,negative,37
hku1906,51,945194,0.8,positive,7.6,positive,33
hku1906,32,1947,4.6,positive,-6.8,negative,35
hku1906,23,703613,1.1,positive,1,positive,40
hku1906,5,1165401,2.2,positive,0.7,positive,36
hku1906,22,76972,0.3,positive,-4.4,negative,39
hku1906,30,1132659,3.9,positive,4.6,positive,44
hku1906,11,185986,5.3,positive,0.7,positive,32
hku1906,10,404269,1,positive,0.8,positive,41
hku1906,17,127609,-2,negative,-6.9,negative,43
hku1906,34,587288,2.7,positive,5.3,positive,32
hku1906,27,312916,1.3,positive,3.8,positive,51
hku1906,14,48979,1.4,positive,-5.1,negative,50
hku1906,46,124155,-6,negative,-2.8,negative,33
hku1906,20,549522,2.5,positive,1.8,positive,32
hku1906,49,92051,1.6,positive,4.8,positive,32
hku1906,18,415827,1.7,positive,-5.5,negative,32
hku1906,24,1082356,1,positive,1.8,positive,32
hku1906,13,972233,-1.1,negative,0.4,positive,38
hku1906,26,1205705,-0.3,negative,-0.1,negative,31
hku1906,16,26404,-1.8,negative,-6.1,negative,31
hku1930,7,1240700,-1.4,negative,1.8,positive,79
hku1930,22,1165400,3.6,positive,0.5,positive,42
hku1930,29,1084435,3.5,positive,8.5,positive,36
hku1930,11,1165640,-2,negative,2.2,positive,41
hku1930,27,1000113,-2.8,negative,5.6,positive,50
hku1930,16,1075892,3.8,positive,7,positive,99
hku1930,10,8565,2.4,positive,-1.6,negative,49
hku1930,4,1209701,4,positive,2.2,positive,96
hku1930,1,5760,-1.8,negative,7.4,positive,57
hku1930,20,818605,3.4,positive,8.4,positive,98
hku1930,14,917538,2.5,positive,-1.9,negative,44
hku1930,12,769146,1.8,positive,-1.3,negative,91
hku1930,21,1165401,4.7,positive,0.6,positive,66
hku1930,23,1000086,3.6,positive,-2.8,negative,61
hku1930,25,816200,3.8,positive,-0.1,negative,114
hku1930,8,936002,1.3,positive,-0.6,negative,136
hku1930,3,207996,1.9,positive,2.2,positive,78
hku1930,0,1071844,-3.3,negative,3.1,positive,143
hku1930,5,1212782,3,positive,1,positive,38
hku1930,13,1078703,2.1,positive,-1.1,negative,58
hku1930,9,25385,1.9,positive,-1,negative,40
hku1930,19,26430,2.1,positive,2.5,positive,50
hku1930,18,1136677,2.2,positive,3,positive,51
hku1930,17,1119024,3.2,positive,6.5,positive,81
hku1930,26,379762,4.4,positive,0.3,positive,54
hku1930,15,1189615,2.6,positive,5.9,positive,65
hku1930,2,18229,-1.4,negative,-2.1,negative,45
hku1930,28,387400,1.4,positive,0.8,positive,50
hku1930,6,950933,-0.7,negative,-0.9,negative,46
hku1930,24,1119016,3.8,positive,1.2,positive,59
hku1908,16,950933,8.4,positive,1.3,positive,60
hku1908,21,6720,4.6,positive,3.2,positive,61
hku1908,20,6719,6.9,positive,0.9,positive,76
hku1908,14,1067290,8,positive,8.8,positive,63
hku1908,19,950931,5.3,positive,-6.2,negative,73
hku1908,4,559983,7.2,positive,-2.6,negative,52
hku1908,12,559983,8.6,positive,1.4,positive,61
hku1908,17,379762,-4,negative,8.5,positive,49
hku1908,8,945194,3.8,positive,8.5,positive,64
hku1908,6,945196,7.4,positive,8,positive,46
hku1908,15,48979,7.6,positive,1.6,positive,48
hku1908,22,359580,7.5,positive,1.6,positive,50
hku1908,0,1136677,1.8,positive,-2.2,negative,48
hku1908,5,312987,-0.9,negative,5.3,positive,61
hku1908,2,1214515,-2.1,negative,1.4,positive,63
hku1908,9,47558,6.2,positive,1.6,positive,126
hku1908,11,1197618,-3.2,negative,2.1,positive,62
hku1908,10,789282,8.7,positive,1.4,positive,55
hku1908,18,18243,-0.7,negative,2.8,positive,38
hku1908,1,945192,5,positive,2.4,positive,62
hku1908,7,945198,7,positive,8.5,positive,46
hku1908,13,559980,9.2,positive,1.2,positive,89
hku1908,3,20947,1.4,positive,2.2,positive,53
hku1909,22,1089086,2.4,positive,-3,negative,35
hku1909,30,20354,-1.5,negative,-1.4,negative,33
hku1909,28,415083,-1.8,negative,3.1,positive,34
hku1909,1,1107251,3.8,positive,-2.4,negative,53
hku1909,23,1189615,6.4,positive,5.1,positive,39
hku1909,0,377456,1.8,positive,-1.9,negative,85
hku1909,15,25383,-1.4,negative,-1.5,negative,33
hku1909,3,226576,-2.4,negative,-1.9,negative,70
hku1909,32,1112359,3.4,positive,-1.2,negative,42
hku1909,11,26404,3.2,positive,-5.1,negative,41
hku1909,16,1000086,1.6,positive,1.4,positive,37
hku1909,29,698137,3.6,positive,4.6,positive,32
hku1909,26,628530,-1.2,negative,-1.8,negative,33
hku1909,5,1136663,0,neutral,-1.2,negative,42
hku1909,20,950932,1.5,positive,-3.4,negative,34
hku1909,25,213945,3.4,positive,-2.4,negative,33
hku1909,2,1107843,3,positive,2.2,positive,47
hku1909,17,387501,2.5,positive,-2.2,negative,42
hku1909,27,618565,2.8,positive,2.1,positive,37
hku1909,7,552655,2.1,positive,-3,negative,61
hku1909,9,377456,4.4,positive,-4.1,negative,51
hku1909,12,1107251,3.5,positive,2.7,positive,45
hku1909,13,415829,-2.1,negative,-1.9,negative,46
hku1909,6,48979,-1.4,negative,-3.3,negative,40
hku1909,14,1191330,3.1,positive,-4.1,negative,35
hku1909,21,1077690,2.8,positive,-2,negative,32
hku1909,19,114780,-1.1,negative,-1.4,negative,33
hku1909,8,379762,-2,negative,-3.4,negative,47
hku1909,4,1073524,3.6,positive,-3.6,negative,74
hku1909,24,11745,-2.6,negative,2.5,positive,40
hku1909,31,1124800,2.8,positive,3.1,positive,34
hku1909,18,1119018,5.8,positive,3.5,positive,47
hku1909,10,1212588,-3,negative,-2.6,negative,35
hku1931,24,946417,1.2,positive,5.4,positive,32
hku1931,33,233257,8,positive,5.4,positive,39
hku1931,2,402053,-0.8,negative,-7.9,negative,54
hku1931,9,233340,8.3,positive,3.6,positive,48
hku1931,16,76981,1.5,positive,-1.6,negative,50
hku1931,29,946417,2.2,positive,6.9,positive,32
hku1931,18,417581,2.9,positive,1.9,positive,62
hku1931,37,768237,3.7,positive,6.2,positive,39
hku1931,15,76972,4.6,positive,1.9,positive,37
hku1931,6,430265,6.4,positive,4.6,positive,32
hku1931,28,20354,6,positive,7.1,positive,37
hku1931,5,1157090,1.4,positive,3.4,positive,41
hku1931,20,1189614,2.6,positive,7.9,positive,32
hku1931,38,768220,1.5,positive,2.6,positive,33
hku1931,34,233269,8.9,positive,5.8,positive,49
hku1931,32,233316,6.5,positive,2.2,positive,78
hku1931,35,520341,2.5,positive,6.6,positive,33
hku1931,27,312987,-3.6,negative,-0.6,negative,34
hku1931,7,412140,3.6,positive,8.9,positive,61
hku1931,26,1214515,6.3,positive,6.2,positive,33
hku1931,22,1087437,3.5,positive,8.2,positive,33
hku1931,19,1189603,6.6,positive,7,positive,35
hku1931,31,233262,5.8,positive,-1.7,negative,36
hku1931,8,664410,8,positive,2.6,positive,35
hku1931,13,1000086,2.2,positive,7.8,positive,32
hku1931,30,233340,7.9,positive,-2.5,negative,32
hku1931,36,768231,9,positive,5,positive,37
hku1931,11,1107251,5.5,positive,5.5,positive,34
hku1931,12,387400,3.8,positive,4.3,positive,33
hku1931,17,653892,1.8,positive,2.4,positive,34
hku1931,4,1000086,-1.3,negative,-4,negative,34
hku1931,39,1121242,9.3,positive,4.6,positive,37
hku1931,25,73993,1.4,positive,4,positive,31
hku1931,10,233316,7.4,positive,6.6,positive,86
hku1931,1,255557,1.1,positive,3,positive,54
hku1931,0,75190,0,neutral,-0.2,negative,34
hku1931,3,25383,-1.8,negative,-5.8,negative,39
hku1931,21,1189615,9.2,positive,8.9,positive,49
hku1931,23,1180823,1.5,positive,7.4,positive,52
hku1931,14,114196,-2.2,negative,2.6,positive,37
hku1907,9,1215268,2.8,positive,-1.9,negative,88
hku1907,21,342261,-9,negative,-7.5,negative,116
hku1907,15,26438,-8.1,negative,-7.4,negative,79
hku1907,4,25217,3.9,positive,-8.6,negative,62
hku1907,16,48979,0.2,positive,-5.2,negative,54
hku1907,6,552655,-6.6,negative,-8.2,negative,98
hku1907,12,703613,0,neutral,4.6,positive,49
hku1907,14,1213843,-2.6,negative,3,positive,68
hku1907,7,1155243,-4.2,negative,6.2,positive,44
hku1907,3,945192,0,neutral,2.9,positive,45
hku1907,5,26404,7.4,positive,-7.1,negative,59
hku1907,0,49224,-6.5,negative,7.2,positive,108
hku1907,1,975624,-0.2,negative,0.2,positive,57
hku1907,20,950931,7,positive,-6.2,negative,50
hku1907,11,1107251,-2.6,negative,4.8,positive,51
hku1907,2,1195639,6.3,positive,-6.2,negative,53
hku1907,22,880876,-2.4,negative,-3.2,negative,79
hku1907,10,1172834,-1.8,negative,-1.8,negative,62
hku1907,13,431584,6.2,positive,0.8,positive,47
hku1907,19,1110094,-3.8,negative,5.6,positive,58
hku1907,8,319444,2.7,positive,7,positive,39
hku1907,18,387501,-4.2,negative,-3.4,negative,42
hku1907,17,1165401,2.6,positive,2.2,positive,61
